text,label,source,sentimiento_tabularis,calificacion_nlp_bert,sentimiento_robertuito
"Pensé que los hacías y compartias por aquí en plan espontáneo, no que tenías una cuenta específica @user. Follow you now again  .",positive,intertass_2017,Muy Positivo,Muy Positivo,Neutral
@user porque si digo que quiero mamón chino me dicen una vulgaridad,negative,intertass_2017,Muy Negativo,Muy Negativo,Negativo
"Ay Dios he pecado, pero es que ese bikini estaba re lindo y necesitaba bronceador",neutral,intertass_2017,Muy Negativo,Muy Negativo,Neutral
"Me voy mañana para la playa, confiando que el sol me quite esta gripe tan horrible.",positive,intertass_2017,Muy Negativo,Muy Negativo,Neutral
@user Eso es antiguo ya,negative,intertass_2017,Neutral,Neutral,Neutral
"No Dennis, no puedes cometer los mismo errores, es hora de cambiar y cometer nuevos errores",neutral,intertass_2017,Neutral,Muy Negativo,Negativo
"@user y si puedo trabajar en Madrid, Buenos Aires o Bogotá yo sería también muy feliz hihihihi",positive,intertass_2017,Positivo,Muy Positivo,Positivo
@user Llévales bibliografía! La evidencia en educación médica existe,negative,intertass_2017,Neutral,Positivo,Neutral
@user pero podrías rescatar las cosas buenas que te pasaron ánimos,neutral,intertass_2017,Muy Positivo,Neutral,Neutral
@user que te vaya bien por Murcia mala persiana,positive,intertass_2017,Neutral,Muy Negativo,Positivo
@user ooops cierto. Me mata @user,negative,intertass_2017,Muy Negativo,Muy Negativo,Neutral
"Último dia en Elche, ahora toca Benidorm",neutral,intertass_2017,Neutral,Muy Positivo,Positivo
@user jajajaja yo creo que esa fue improvisto eh! muchas grasias hermosa!!,positive,intertass_2017,Muy Positivo,Muy Positivo,Positivo
@user pura vida. Ya llamé pero fue como no haber llamado.,negative,intertass_2017,Muy Positivo,Muy Negativo,Negativo
"@user Ya ves, parece un comic más maduro pero el dibujo se delata solo",neutral,intertass_2017,Neutral,Neutral,Negativo
Tenemos nueva actualizacion en F1 2016! Muchos cambios y mejoras   http,positive,intertass_2017,Neutral,Muy Positivo,Positivo
Me gustaría que Movistar no me deje colgado sin internet después de haberme ido de Orange,negative,intertass_2017,Positivo,Neutral,Negativo
"@user hmmmm no sé, aún las siento pegadas en el cielo de la boca",neutral,intertass_2017,Muy Negativo,Muy Negativo,Neutral
Segunda sesión del día y ahora ya voy notando la adaptación    Muy cómodo  En ocasiomes hago… http,positive,intertass_2017,Positivo,Muy Positivo,Positivo
Estos días me encuentro muy débil... espero que se me pase pronto!!!,negative,intertass_2017,Muy Positivo,Negativo,Negativo
@user Cual es tu helado favorito y comida? Como te parecio Costa Rica cuando viniste y a donde fuiste? Sigueme pls saludos bye,neutral,intertass_2017,Muy Positivo,Muy Negativo,Neutral
@user Jajaja ahí tenemos gustos diferentes pero así tb se puede hablar de todo  #TonyYSorayaEnMalaga,positive,intertass_2017,Neutral,Muy Negativo,Positivo
@user pff... Cada vez tengo más claro qje soy mura rara,negative,intertass_2017,Muy Negativo,Muy Negativo,Negativo
@user una gran oportunidad para que disfrutemos (con @user ) de su trabajo...,neutral,intertass_2017,Positivo,Muy Positivo,Positivo
No hay nada mejor que ver el estreno de #RogueOne con la mejor compañía,positive,intertass_2017,Neutral,Muy Positivo,Positivo
"@user yo lo único e puedo rescatar es TØP y Coldplay,pero no tengo un cinco.",negative,intertass_2017,Neutral,Muy Negativo,Neutral
2 meses que parecen una eternidad. no sabes como me haces falta mi querida abuelita,neutral,intertass_2017,Muy Negativo,Muy Negativo,Negativo
"@user Qué buena pinta.. se parece mucho a un ""suquet de rape"" por aquí",positive,intertass_2017,Muy Negativo,Positivo,Positivo
@user Porque era el primer semestre y te daba miedo faltar. A ver si este año nos abandonas menos.,negative,intertass_2017,Negativo,Negativo,Negativo
"@user acabo de subir una foto con él, pero es el mismo nombre que mi twitter",neutral,intertass_2017,Neutral,Muy Negativo,Neutral
Pensar en irse pronto a la cama y ver que dan 2 capítulos de #minorityreport la mejor manera de alegrarse la noche,positive,intertass_2017,Positivo,Muy Positivo,Positivo
"Como dice @user , se escapa otro verano en un furgón blindado    @salaBBK #Bilbao #QuiqueGonzález  http",negative,intertass_2017,Muy Negativo,Muy Negativo,Negativo
@user Exacto! Todo lo que él hace lo hace con el corazón y desde el corazón,neutral,intertass_2017,Muy Positivo,Muy Positivo,Positivo
"Bueno, ya he montado la biblioteca y de no tener espacio, con ella me sobran huecos jajaja En unos años estara llenita",positive,intertass_2017,Positivo,Positivo,Neutral
Con lo que voy a gastar comprándome algo para halloween me compro una mudada y de paso la entrada en 5 mil,negative,intertass_2017,Muy Negativo,Muy Negativo,Neutral
mi hermoso @user esta que hace live en ig y no puedo ver me quiero morir queria un saludo para las @user,neutral,intertass_2017,Muy Positivo,Muy Positivo,Negativo
La final de @user esta esta muy interesante,positive,intertass_2017,Positivo,Positivo,Positivo
mi vida es una mierda primero me enamoro de un macedonio en ibiza y ahora del timbales de la panorama,negative,intertass_2017,Muy Positivo,Muy Negativo,Negativo
"Estoy bien  Muchas gracias a aquellos que preguntais, el problema es que hoy no me dieron cita.. dijeron que imposible",neutral,intertass_2017,Muy Positivo,Neutral,Neutral
Es que es taaaaaan bonito,positive,intertass_2017,Positivo,Neutral,Positivo
Pero tenemos fe en que el TEC sea igual de masoquista que siempre y nos haga ir a como de lugar.,negative,intertass_2017,Muy Positivo,Negativo,Negativo
Miraflores dime que dentro de ti hay buenos polos,neutral,intertass_2017,Positivo,Neutral,Positivo
Recuerdo cuando le escribía a mi hermana @user para que me motivara y me hiciera sentir útil. Dios me dio a la mejor hermana,positive,intertass_2017,Muy Positivo,Muy Positivo,Positivo
"@user @user jaja y por que lo peor, los juegos de Ubisoft no son tan malos, lo que si es un poco malo es ser solo de Sony",negative,intertass_2017,Positivo,Neutral,Negativo
@user no porque no los tienes activados a todos,neutral,intertass_2017,Negativo,Muy Negativo,Negativo
"La vida hay que verla de manera optimista. Hay que luchar, hay que ser fuertes ante todo.",positive,intertass_2017,Muy Positivo,Muy Positivo,Positivo
@user una especie de Titanic pero en versión cutre no?,negative,intertass_2017,Neutral,Muy Negativo,Negativo
"@user hola, te contamos que el incidente que tuvimos con el aspersor ya se solucionó ¡Te esperamos pronto!",neutral,intertass_2017,Positivo,Muy Positivo,Neutral
"Hoy fue la primera vez en 20 años de vida que me comí un Chifrijo jaja Sabía rico, pero si el chicharron no tuviese pellejo sería mejor",positive,intertass_2017,Muy Positivo,Neutral,Positivo
@user su madre sé suicido y la encontró Chelo muerta,negative,intertass_2017,Muy Negativo,Muy Negativo,Negativo
"@user FELIZ CUMPLEAÑOS JULIAN Z ! q Dios te bendiga muchísimo, un fuerte abrazo desde Huacho",neutral,intertass_2017,Muy Positivo,Muy Positivo,Positivo
"@user Buenos días, un éxito su maratonica, yo me sumé y sé que van a llevar mucha alegría a personas que están sufriendo",positive,intertass_2017,Muy Positivo,Muy Positivo,Positivo
"@user Me enamoré de una bruja, dos veces, es que no hay tanto gato so cansino",negative,intertass_2017,Neutral,Muy Negativo,Negativo
Ojalá todos tuvieran un techo y comida y pasar una buena noche buena,neutral,intertass_2017,Positivo,Muy Positivo,Positivo
Recibir este nuevo año en familia es lo más bonito y con un corazón agradecido por tanta bendición de nuestro amado Dios. #Feliz2017,positive,intertass_2017,Muy Positivo,Muy Positivo,Positivo
Ha muerto mi profesora de volumen/escultura y en serio que bajonazo,negative,intertass_2017,Muy Negativo,Muy Negativo,Negativo
@user No lo soy lemado,neutral,intertass_2017,Muy Negativo,Muy Negativo,Neutral
@user que yo soy fiel tío,positive,intertass_2017,Muy Positivo,Muy Positivo,Neutral
"@user ni siquiera llegué para ver las competiciones de Río en directo, solo las barras asimétricas de Aliya",negative,intertass_2017,Neutral,Muy Negativo,Negativo
¡Hola @user! Una pregunta? La visita a la fábrica es gratuita o hay que pagar algo? Un saludo bonicos y bonicas mios!,neutral,intertass_2017,Muy Positivo,Muy Negativo,Neutral
"@user esa está genial en serio, vamos, vamos un día",positive,intertass_2017,Muy Positivo,Muy Positivo,Positivo
Ya se que soy lo peor pero jo,negative,intertass_2017,Muy Negativo,Negativo,Negativo
"@user somos dos! jaja ahora eres Martín? oye voy para Lima el prox mes, para el reencuentro d la u, avisas si estarás por esos días",neutral,intertass_2017,Positivo,Muy Negativo,Neutral
Algo bueno que le puedo encontrar al incendio de Villava es que esta tan cerca del Instituto... seria una pena que se quemase...,positive,intertass_2017,Muy Negativo,Neutral,Positivo
"El problema de las ofertas ahorita, esque no llegó al mínimo para regalarle a mi amigo secreto. Y siento que lo voa estafar",negative,intertass_2017,Negativo,Negativo,Negativo
-Amor 1:02 : Acabo de ver a mi hermana con su pretendiente -Camila Díaz 1:03 : uyyy no te exhaltes es normal jaja -Amor 1:04:Casi le pego,neutral,intertass_2017,Muy Negativo,Neutral,Neutral
@user se habia puesto octavo pero en la última vuelta se ha puesto 4,positive,intertass_2017,Neutral,Muy Negativo,Negativo
Tan desesperado que hasta stalkea,negative,intertass_2017,Muy Negativo,Muy Negativo,Negativo
"@user Yo tengo un par, pero son sólo R",neutral,intertass_2017,Neutral,Neutral,Neutral
@user Es una buena forma de dar la bienvenida a mi casa,positive,intertass_2017,Positivo,Positivo,Positivo
me cago en dios ya no soy teen el cumpleaños más triste de mi vida,negative,intertass_2017,Muy Positivo,Muy Positivo,Negativo
Me recomendais alguna silla gaming buena please,neutral,intertass_2017,Positivo,Muy Positivo,Neutral
@user tengo que hablar todavía con las librerías pero a ver si cae la primera este mes ya  @user,positive,intertass_2017,Positivo,Muy Negativo,Neutral
@user una oleada de cosas homófobas días anteriores,negative,intertass_2017,Neutral,Muy Negativo,Negativo
me olvide de un pequeño detalle y ahora debo ir a Wong,neutral,intertass_2017,Negativo,Neutral,Neutral
@user @user @user @user @user felicidades chicos !!nosotros como vuestros fans estamos super orgullosos,positive,intertass_2017,Muy Positivo,Muy Positivo,Positivo
Tan sólo es un mal día no una mala vida,negative,intertass_2017,Muy Negativo,Muy Negativo,Neutral
Que ganas de cagarla y decirle a mis papás que no se quedó donde una amiga si no donde su nuevo novio,neutral,intertass_2017,Muy Negativo,Muy Negativo,Negativo
"@user ahh ya ya jajaja. Bueno, buenas noches, que descanse",positive,intertass_2017,Positivo,Muy Negativo,Positivo
@user Yo mismo quiero hacerlo pero muchas veces me da pereza y me enfado conmigo mismo,negative,intertass_2017,Neutral,Muy Negativo,Negativo
@user oye pero es carbohidrato,neutral,intertass_2017,Neutral,Neutral,Neutral
Soy muy poco cariñoso pero el amor esta,positive,intertass_2017,Muy Negativo,Neutral,Neutral
"@user hoy te he visto (y tu a mi) y no me has saludado, mala gente  (no te dije nada porque ibas acompañada)",negative,intertass_2017,Muy Negativo,Muy Negativo,Negativo
"Todos vamos a ser puteados mañana, bonita Navidad eh #despedidos",neutral,intertass_2017,Positivo,Muy Negativo,Negativo
@user La vida nos lleva por caminos inextricables jajaja Me alegro de que te haya molado el programa de hoy,positive,intertass_2017,Muy Negativo,Muy Negativo,Positivo
"Mi imposible quiere irse a Europa. Yo tenía pequeñas esperanzas sabiendo que era imposible, pero ahora se las lleva para Europa",negative,intertass_2017,Muy Negativo,Muy Negativo,Negativo
@user pero no es lo mismo,neutral,intertass_2017,Neutral,Muy Negativo,Neutral
@user que nos regales con capturas de imagen de tus actividades ya no es sorpresa. Lo sorprendente es que tienes inivitado!,positive,intertass_2017,Negativo,Muy Positivo,Positivo
@user y vos tan sano,negative,intertass_2017,Muy Negativo,Muy Positivo,Negativo
"@user @user Vaya. No hemos invitado a nadie, la gente sea ido metiendo sola a la conversación.",neutral,intertass_2017,Muy Negativo,Muy Negativo,Negativo
@user @user @user @user @user soy la de atras JAJAJA me meo jo que foto mas chula,positive,intertass_2017,Muy Negativo,Muy Negativo,Positivo
Me cago en la puta ola de calor que está haciendo  haber si nos morimos,negative,intertass_2017,Positivo,Muy Negativo,Negativo
".@user hola, envié un correo debido a que mi usuario está supendido. Quisiera me ayuden con el inconveniente. Gracias",neutral,intertass_2017,Muy Negativo,Muy Negativo,Negativo
"@user en eso estamos claros, pero yo tengo fe en que los ticos somos solidarios cuando mas se necesita",positive,intertass_2017,Positivo,Neutral,Positivo
@user lo siento Juan ya sabes que soy hetero,negative,intertass_2017,Muy Positivo,Muy Negativo,Negativo
Yo todo feliz por recibir la orden patronal Y DE AHORA EN ADELANTE VA A SER DIGITAL,neutral,intertass_2017,Muy Positivo,Muy Positivo,Neutral
Tengo hora y media libre en Heredia.,positive,intertass_2017,Neutral,Muy Negativo,Neutral
por qué el concurso de #SoyJustDancer es solo para españa? @user,negative,intertass_2017,Muy Negativo,Muy Negativo,Negativo
"@user @user ¡Hola, Irene! Para que la participación sea válida tiene que ser a través de Instagram",neutral,intertass_2017,Muy Positivo,Muy Negativo,Neutral
@user @user Bien! Yo no se que tiene el mundo en contra de la tercera generación  Mi fav es la primera pero merece la pena.,positive,intertass_2017,Muy Positivo,Positivo,Positivo
@user @user mis amigos hablando jodes .... K bonita amistad,negative,intertass_2017,Neutral,Muy Positivo,Negativo
". @user necesito el libro de @user. Y también esa obra q os comento que no acabo de localizar. En breve, pasaré a veros",neutral,intertass_2017,Negativo,Muy Negativo,Neutral
"Buenos dias, vamos a hacer algunos recados y a empezar el dia con energia!!",positive,intertass_2017,Positivo,Muy Positivo,Positivo
@user ni tu como soportas el calor sevillano hija mía,negative,intertass_2017,Muy Positivo,Muy Negativo,Negativo
El viernes dejo de ver a muchas personas por un buen tiempo y ah la,neutral,intertass_2017,Positivo,Muy Positivo,Neutral
"Buen partido a todos @user , suerte en la final de losers y a ver si nos volvemos a ver en la gran final. Saludo a esos casters",positive,intertass_2017,Muy Positivo,Positivo,Positivo
"Ahora que estoy en Madrid casi no puedo hacer fotos chachis, solo a mi careto y no",negative,intertass_2017,Muy Negativo,Muy Negativo,Negativo
A las 17:30 pillo el bus,neutral,intertass_2017,Muy Negativo,Muy Negativo,Neutral
@user Pablo de día y Paula de noche  Aquí me tenéis. Un verdadero placer chic@s!,positive,intertass_2017,Muy Positivo,Muy Positivo,Positivo
@user @user @user lo mas gracioso es que diciendo esas cosas solo fomenta aun mas el odio hacia el feminismo,negative,intertass_2017,Muy Negativo,Muy Negativo,Negativo
Tres cosas para lo que no soy buena: 1- cocinar 2- maquillaje 3- cantar. Pero así me quieren,neutral,intertass_2017,Neutral,Neutral,Negativo
@user 👍🏻 aunque mejor todavía no tener caja tonta.  Desde que no veo la tele el día me cunde mucho más,positive,intertass_2017,Negativo,Neutral,Positivo
