ProductKey,Product Code,Product Name,Product Description,Comentario,sentimiento_tabularis,calificacion_nlp_bert
2440,808031,Litware 120mm Blue LED Case Fan E901 White,"Up to 69.69 CFM, 19dB-A silent application for CPU cooling",@user Pero es que está muy rica,Muy Positivo,Positivo (4 estrellas)
2441,808032,Litware 120mm Blue LED Case Fan E901 blue,"Up to 69.69 CFM, 19dB-A silent application for CPU cooling",@user @user La pena es que no incluya a modo de extra el original. Con el de consola te lo regalaban con el preorder,Negativo,Muy Negativo (1 estrella)
2442,808033,Litware 120mm Blue LED Case Fan E901 Grey,"Up to 69.69 CFM, 19dB-A silent application for CPU cooling","Si pudiese cantar bonito no dejaría de hacerlo con ""Come what may"" de Moulin Rouge",Negativo,Neutral (3 estrellas)
2443,808034,Litware 80mm Dual Ball Bearing Case Fan E1001 Black,"Higher air flow to enhance cooling performance, silent operation for case cooling",@user ya mismo seguro! Un abrazo fuerte,Muy Positivo,Muy Positivo (5 estrellas)
2444,808035,Litware 80mm Dual Ball Bearing Case Fan E1001 White,"Higher air flow to enhance cooling performance, silent operation for case cooling",Las horas que son y sigo sin ser capaz de ponerme a estudiar....el sueño puede conmigo,Muy Negativo,Muy Positivo (5 estrellas)
2445,808036,Litware 80mm Dual Ball Bearing Case Fan E1001 Green,"Higher air flow to enhance cooling performance, silent operation for case cooling","@user lo se  pero no miraba la acc, solo miraba de vez en cuando el combo y me emocionada y nervios y shit",Neutral,Muy Negativo (1 estrella)
2446,808037,Litware 80mm Dual Ball Bearing Case Fan E1001 Pink,"Higher air flow to enhance cooling performance, silent operation for case cooling",@user Que bonita zona de entreno escogieron,Positivo,Positivo (4 estrellas)
2447,808038,Litware 92mm DBB Case Fan E1101 Silver,"92mm DBB case fan, 86.2 x 66.5 x 15.8 inches, 5.6 ounces",Creo que voy a ponerme talking to the moon de Bruno Mars porque estoy plof y esa cancion es tan triste que,Muy Negativo,Muy Negativo (1 estrella)
2448,808039,Litware 92mm DBB Case Fan E1101 Black,"92mm DBB case fan, 86.2 x 66.5 x 15.8 inches, 5.6 ounces",@user Yo también vi la peli y lloré lo que no está escrito  Ahora estoy leyendo el libro y me estoy echando unas risas impresionantes!,Muy Positivo,Muy Positivo (5 estrellas)
2449,808040,Litware 92mm DBB Case Fan E1101 White,"92mm DBB case fan, 86.2 x 66.5 x 15.8 inches, 5.6 ounces",Envidio de buena manera a los que tienen la oportunidad de ir mañana al estadio,Positivo,Muy Positivo (5 estrellas)
2450,808041,Litware 92mm DBB Case Fan E1101 Grey,"92mm DBB case fan, 86.2 x 66.5 x 15.8 inches, 5.6 ounces","#MePasóPorPavazo @user Amigo que guapo eres, mi amiga y yo queremos hacer un trio, y yo todo ganador, Me pepearon @user",Muy Positivo,Muy Positivo (5 estrellas)
2451,808042,Litware Desktop Wind Tower Oscillating Fan E1201 Brown,"Desktop fan with front-mounted electronic controls, 3 speeds",@user Mañana si me duermo en la oficina le cuento para que se sienta culpable *busca el cofal y las pantuflas* Bonita noche,Positivo,Muy Negativo (1 estrella)
2452,808043,Litware Desktop Wind Tower Oscillating Fan E1201 Purple,"Desktop fan with front-mounted electronic controls, 3 speeds","y sin querer me han elevado la barra, para seguir preparandome...waoooo este extraordinario mundo del cafe loveyou️️",Muy Positivo,Muy Positivo (5 estrellas)
2453,808044,Litware Desktop Wind Tower Oscillating Fan E1201 Black,"Desktop fan with front-mounted electronic controls, 3 speeds","Todos queríamos ver las 2 ticas juntas en la final pero así es esto , ahora le toca a lei q avanza a la final #VISSLAISAworldjuniors",Muy Positivo,Muy Positivo (5 estrellas)
2454,808045,Litware Desktop Wind Tower Oscillating Fan E1201 White,"Desktop fan with front-mounted electronic controls, 3 speeds",Yo sé que estot todo el día diciéndolo peeeero vamos a merendar a algún sitio cuki,Muy Negativo,Muy Negativo (1 estrella)
2455,808046,Litware USB Foam Fan E1301 Pink,"Cold alternative to an under desk fan, child-safe blades",@user no las des preciosa,Negativo,Muy Negativo (1 estrella)
2456,808047,Litware USB Foam Fan E1301 White,"Cold alternative to an under desk fan, child-safe blades",Bueeeeno... no me siento bien. Gracias playlist por cagarme peor,Muy Negativo,Muy Negativo (1 estrella)
2457,808048,Litware USB Foam Fan E1301 Black,"Cold alternative to an under desk fan, child-safe blades","yo esque los veranos curro, asi que no puedo quedar mucho  pero si algun dia te pasas avisa y vamos a full hd  @user",Positivo,Neutral (3 estrellas)
2458,808049,Litware USB Foam Fan E1301 Red,"Cold alternative to an under desk fan, child-safe blades","No todo es orines y ceniza: hoy vi una niña con patines y casco divirtiéndose en la Plaza de la Cultura, y fue muy lindo",Muy Negativo,Muy Negativo (1 estrella)
2459,808050,Litware 180 CFM Vertical Discharge Fan X450 Red,Powerful and efficient vertical discharge fan,@user  Ahora es Abel quien está resfriado  es lo ke tiene estar juntos todo el tiempo jajaja el curro bien?,Positivo,Muy Negativo (1 estrella)
2460,808051,Litware 180 CFM Vertical Discharge Fan X450 Black,Powerful and efficient vertical discharge fan,"@user @user sí, celulares distintos en realidad",Neutral,Neutral (3 estrellas)
2461,808052,Litware 180 CFM Vertical Discharge Fan X450 White,Powerful and efficient vertical discharge fan,"salir de trabajar, mirar un par de cosas del canal e irme al cine a ver mascotas con los amigos¡ planazo de sabado",Neutral,Muy Negativo (1 estrella)
2462,808053,Litware 180 CFM Vertical Discharge Fan X450 Blue,Powerful and efficient vertical discharge fan,"@user @user Hablaba normal, con alguien, antes de q usted se metiera insultando. Debería tener más educación",Neutral,Muy Negativo (1 estrella)
2463,808054,Litware USB Durable Desk Soft Fan E1401 White,"3 speed settings, separate oscillation control provides oscillation option to increase air circulation",¿Nadie quiere hacer de Uber y llevarme hasta Tarrazú?,Muy Negativo,Muy Negativo (1 estrella)
2464,808055,Litware USB Durable Desk Soft Fan E1401 Black,"3 speed settings, separate oscillation control provides oscillation option to increase air circulation",@user menos mal que no has dicho escuchal 😂😂😂😂😂 #enlacabezaNo #loSiento,Negativo,Muy Negativo (1 estrella)
2465,808056,Litware USB Durable Desk Soft Fan E1401 Blue,"3 speed settings, separate oscillation control provides oscillation option to increase air circulation",Que ganas tengo de volver a disfruta pronto de él y que lejano lo veo    #SiNoEstás4días,Muy Negativo,Neutral (3 estrellas)
2466,808057,Litware USB Durable Desk Soft Fan E1401 Red,"3 speed settings, separate oscillation control provides oscillation option to increase air circulation","#2017prometoque recuperare estado fisico, seguire amando y respetando a mi @user y veere todos los dias @user",Muy Positivo,Muy Positivo (5 estrellas)
2467,808058,Litware 80mm LED Dual PCI Slot Fan E1501 Yellow,"7.2 X 4.8 x 1.7 inches, 8 ounces  ","Que lindo es tener a la viejita en casa, la extrañé en toda sus formas, desde los gritos por el desorden, hasta su sazón en la comida",Muy Positivo,Muy Positivo (5 estrellas)
2468,808059,Litware 80mm LED Dual PCI Slot Fan E1501 Red,"7.2 X 4.8 x 1.7 inches, 8 ounces  ","Mae eso si es cierto, ahora nadie (la mayoría) busca tener algo serio",Neutral,Neutral (3 estrellas)
2469,808060,Litware 80mm LED Dual PCI Slot Fan E1501 Blue,"7.2 X 4.8 x 1.7 inches, 8 ounces  ",@user En cuando era pequeña y bailaba en mi pueblo descalza con un vestido  ¿Tu?,Muy Negativo,Muy Negativo (1 estrella)
2470,808061,Litware 80mm LED Dual PCI Slot Fan E1501 Pink,"7.2 X 4.8 x 1.7 inches, 8 ounces  ","@user @user Claro, yo quería por eso de manifiesto, hay cables chinos cojonudos. Otra cosa es que te compres el mas barato",Positivo,Muy Negativo (1 estrella)
2471,808062,Litware 80mm LED Dual PCI Slot Fan E1501 White,"7.2 X 4.8 x 1.7 inches, 8 ounces  ","@user ya sé. y con lo mío es especialmente difícil. bro, esto no es exclusivamente sobre la plata u know this",Negativo,Negativo (2 estrellas)
2472,808063,Litware 20'' Weather-Shield Performance Box Fan E1601 Orange,"20'' box fan with 3 whisper-quiet, energy-efficient speeds  ",""" Para pasar un día complicado, lo mejor un buen bocado! ""   #FelizLunes #AtariSS #Donosti http http",Muy Positivo,Muy Positivo (5 estrellas)
2473,808064,Litware 20'' Weather-Shield Performance Box Fan E1601 Yellow,"20'' box fan with 3 whisper-quiet, energy-efficient speeds  ",@user Lo mejor de l 2016 fue ver crecer a Ivettly y pasar momentos de alegría y tristeza pero llenos de enseñanzas.,Neutral,Muy Positivo (5 estrellas)
2474,808065,Litware 20'' Weather-Shield Performance Box Fan E1601 White,"20'' box fan with 3 whisper-quiet, energy-efficient speeds  ","A ver, que necesito para ser streamer y conseguir seguidores? -Cam -Micro -Subir algo decente -Tetas  Me faltan las tetas ya no puedo",Positivo,Neutral (3 estrellas)
2475,808066,Litware 20'' Weather-Shield Performance Box Fan E1601 Black,"20'' box fan with 3 whisper-quiet, energy-efficient speeds  ",@user es lo que tiene ser el mejor,Muy Positivo,Muy Positivo (5 estrellas)
2476,808067,Litware 17'' Oscillating Pedestal Fan M125 Pink,17-inch oscillating pedestal fan with all-metal construction,@user Que tengas un fantástico día Caeli,Muy Positivo,Muy Positivo (5 estrellas)
2477,808068,Litware 17'' Oscillating Pedestal Fan M125 Yellow,17-inch oscillating pedestal fan with all-metal construction,Mañana vuelvo a trabajar después de 15 días de vacaciones. Donde quedan los 3 meses de verano de pequeños?  #QueDuroEsSerAdulto,Muy Negativo,Muy Negativo (1 estrella)
2478,808069,Litware 17'' Oscillating Pedestal Fan M125 Blue,17-inch oscillating pedestal fan with all-metal construction,"@user @user @user es un término coloquial, no un análisis",Neutral,Muy Negativo (1 estrella)
2479,808070,Litware 17'' Oscillating Pedestal Fan M125 White,17-inch oscillating pedestal fan with all-metal construction,@user @user @user Gran programa pero se extraña a Leto !,Neutral,Neutral (3 estrellas)
2480,808071,Litware 18'' Oscillating Pedestal Fan M135 Pink,18-inch oscillating pedestal fan with all-metal construction,@user sabran los jueces quê es honestidad? ?..y respeto? ?..no postulaba a un mercado de abastos. .si claro p lo q le interesa,Muy Negativo,Muy Negativo (1 estrella)
2481,808072,Litware 18'' Oscillating Pedestal Fan M135 Yellow,18-inch oscillating pedestal fan with all-metal construction,@user Ayer la gente de mi FB se portó mejor que la de mi TL de TW en relación con el tema de los himnos...,Positivo,Muy Negativo (1 estrella)
2482,808073,Litware 18'' Oscillating Pedestal Fan M135 Blue,18-inch oscillating pedestal fan with all-metal construction,"Los miércoles son lindos, quedarme en casa hasta las 10am me parece un lujo",Positivo,Muy Positivo (5 estrellas)
2483,808074,Litware 18'' Oscillating Pedestal Fan M135 White,18-inch oscillating pedestal fan with all-metal construction,¿Habrá algo peor que no traer los audífonos a la chamba? Estoy muriendo lentamente,Muy Negativo,Negativo (2 estrellas)
2484,808075,Litware 18'' Oscillating Pedestal Fan M145 Pink,19-inch oscillating pedestal fan with all-metal construction,"@user pucha, yo completé el pokedex Perú, solo me faltan los regionales que dudo los consiga y a esperar los legendarios",Neutral,Positivo (4 estrellas)
2485,808076,Litware 18'' Oscillating Pedestal Fan M145 Yellow,19-inch oscillating pedestal fan with all-metal construction,Hoy se acaba la fiesta más bonita del año! #últimodíadenavidad #bajadadereyes…,Muy Positivo,Muy Positivo (5 estrellas)
2486,808077,Litware 18'' Oscillating Pedestal Fan M145 Blue,19-inch oscillating pedestal fan with all-metal construction,"Pobre ilusa yo, pensé que me haríais algo de caso por una vez",Muy Negativo,Negativo (2 estrellas)
2487,808078,Litware 18'' Oscillating Pedestal Fan M145 White,19-inch oscillating pedestal fan with all-metal construction,@user @user Además cuando dice que se casaría con Ash  o cuando visten de yukata juntos en el festival ayy,Neutral,Muy Positivo (5 estrellas)
2488,505001,Contoso Rubberized Skin BlackBerry E100 Black,Rubberized exterior provides a sure grip on the device and helps protect it if dropped or bumped,"""No tenemos la sensación de ir a un trabajo"", din os @user  Eu na ofi lendo o @user, tampouco a teño  http",Muy Negativo,Muy Negativo (1 estrella)
2489,505002,Contoso Rubberized Skin BlackBerry E100 Silver,Rubberized exterior provides a sure grip on the device and helps protect it if dropped or bumped,@user @user @user @user @user @user Triste q nada cambie para las mujeres en política en 30 años,Muy Negativo,Muy Negativo (1 estrella)
2490,505003,Contoso Rubberized Skin BlackBerry E100 White,Rubberized exterior provides a sure grip on the device and helps protect it if dropped or bumped,"Tambien subire el changelog a lo largo de estos dias, estaros preparados porque viene todo de golpe!",Positivo,Muy Positivo (5 estrellas)
2491,505004,Cigarette Lighter Adapter for Contoso Phones E110 Black,Packs the power you need to charge your mobile phone while driving  Fits most in-vehicle power port sockets,"@user Tambien un buen domingo para ti Fercito, y que tengas una linda semana amigo lleno de aventuras , Saludos de mis tías",Positivo,Muy Positivo (5 estrellas)
2492,505005,Cigarette Lighter Adapter for Contoso Phones E110 White,Packs the power you need to charge your mobile phone while driving  Fits most in-vehicle power port sockets,"Yo no me la juego con las mierdas de la suerte, ya tengo muy mala suerte como pa jugarmela",Muy Negativo,Muy Negativo (1 estrella)
2493,505006,Cigarette Lighter Adapter for Contoso Phones E110 Red,Packs the power you need to charge your mobile phone while driving  Fits most in-vehicle power port sockets,¿Os apetece un directo hablando del partido y un poco de la jornada en general? Si veo muchos likes en este tweet me animo,Neutral,Neutral (3 estrellas)
2494,505007,Reusable Phone Screen Protector E120,Expect better quality than any other screen protector. Shields and protects agaisnt unwanted scratches,@user @user @user las tengo pero aún no las he leído. Caerán prontito,Neutral,Muy Negativo (1 estrella)
2495,505008,Headphone Adapter for Contoso Phone E130 Black,Allows the adapter to be used with stereo headphones that also have integrated microphone functionality,Vengo hasta Carabanchel para estudiar pero la biblioteca esta cerrada,Neutral,Negativo (2 estrellas)
2496,505009,Headphone Adapter for Contoso Phone E130 Silver,Allows the adapter to be used with stereo headphones that also have integrated microphone functionality,Seré breve: quiero yuquitas y por mi chamba no venden,Muy Negativo,Muy Negativo (1 estrella)
2497,505010,Headphone Adapter for Contoso Phone E130 White,Allows the adapter to be used with stereo headphones that also have integrated microphone functionality,"@user ¡Enhorabuena! Eres la ganadora del sorteo,escríbenos por mensaje privado para darte el premio",Muy Positivo,Muy Negativo (1 estrella)
2498,505011,Contoso Phone Tough Skin Case E140 Black,"Bottom flaps up for docking, rugged rubber case","Era a la 6 que me quería levantar, no a las 5:15 con el ruido de una hijueputa licuadora gracias al descerebrado de mi primo",Muy Negativo,Muy Negativo (1 estrella)
2499,505012,Contoso Phone Tough Skin Case E140 White,"Bottom flaps up for docking, rugged rubber case","El era como un profe de ingles gratis para mi , noooooo #VideoMTV2016 @user",Muy Positivo,Muy Negativo (1 estrella)
2500,505013,Contoso Phone Tough Skin Case E140 Silver,"Bottom flaps up for docking, rugged rubber case",Y se acabó El Oso el Tigre y los demás fue bueno mientras duró,Positivo,Neutral (3 estrellas)
2501,505014,Contoso Phone Tough Skin Case E140 Pink,"Bottom flaps up for docking, rugged rubber case",Es que por las noches en mi cuarto y mi sobremesa me angustio sabéis  Me vengo al sofá con el portátil y el ventilador y eso,Muy Positivo,Muy Positivo (5 estrellas)
